rank,repo_name,forks,stars,language,repo_url,description,id,last_commit
226,SimplCommerce,1431,3831,C#,https://github.com/simplcommerce/SimplCommerce,"A simple, cross platform, modularized ecommerce system built on .NET Core",MDEwOlJlcG9zaXRvcnk1OTM2MTk2Nw==,2022-10-18T14:04:29Z
227,Umbraco-CMS,2477,3820,C#,https://github.com/umbraco/Umbraco-CMS,"The simple, flexible and friendly ASP.NET CMS used by more than 730.000 websites",MDEwOlJlcG9zaXRvcnkxMDYwMTIwOA==,2023-03-28T12:30:38Z
228,winforms,859,3811,C#,https://github.com/dotnet/winforms,Windows Forms is a .NET UI framework for building Windows desktop applications.,MDEwOlJlcG9zaXRvcnkxNTM3MTE4MzA=,2023-03-28T09:54:16Z
229,DotNetty,944,3797,C#,https://github.com/Azure/DotNetty,"DotNetty project – a port of netty, event-driven asynchronous network application framework",MDEwOlJlcG9zaXRvcnkzNTI5MDM3Nw==,2022-09-06T18:57:26Z
230,self-driving-car-sim,1459,3758,C#,https://github.com/udacity/self-driving-car-sim,A self-driving car simulator built with Unity,MDEwOlJlcG9zaXRvcnk4MTI4MzU1Mg==,2022-02-24T12:49:52Z
231,MvvmCross,1304,3746,C#,https://github.com/MvvmCross/MvvmCross,"The .NET MVVM framework for cross-platform solutions, including Xamarin.iOS, Xamarin.Android, Windows and Mac.",MDEwOlJlcG9zaXRvcnkyODcwOTEx,2023-03-24T12:50:12Z
232,spine-runtimes,2763,3696,C#,https://github.com/EsotericSoftware/spine-runtimes,2D skeletal animation runtimes for Spine.,MDEwOlJlcG9zaXRvcnk4MzAyMTgx,2023-03-27T15:58:18Z
233,MathUtilities,353,3665,C#,https://github.com/zalo/MathUtilities,A collection of some of the neat math and physics tricks that I've collected over the last few years.,MDEwOlJlcG9zaXRvcnk4MTY4NzY0Ng==,2022-11-09T07:50:46Z
234,EPPlus,1126,3660,C#,https://github.com/JanKallman/EPPlus,Create advanced Excel spreadsheets using .NET,MDEwOlJlcG9zaXRvcnk5Njk3NTY5NQ==,2020-08-29T16:29:42Z
235,QRCoder,969,3652,C#,https://github.com/codebude/QRCoder,A pure C# Open Source QR Code implementation,MDEwOlJlcG9zaXRvcnkxMzUzNzM2OQ==,2023-02-27T17:54:49Z
236,xunit,749,3645,C#,https://github.com/xunit/xunit,"xUnit.net is a free, open source, community-focused unit testing tool for .NET.",MDEwOlJlcG9zaXRvcnk5ODkxMjQ5,2023-03-27T11:52:52Z
237,ClosedXML,716,3641,C#,https://github.com/ClosedXML/ClosedXML,"ClosedXML is a .NET library for reading, manipulating and writing Excel 2007+ (.xlsx, .xlsm) files. It aims to provide an intuitive and user-friendly interface to dealing with the underlying OpenXML API.",MDEwOlJlcG9zaXRvcnk2NjcwOTA4OA==,2023-03-27T21:44:39Z
238,PostProcessing,745,3639,C#,https://github.com/Unity-Technologies/PostProcessing,Post Processing Stack,MDEwOlJlcG9zaXRvcnk3MDQ2MDc4NQ==,2022-10-26T14:28:32Z
239,FreeSql,798,3634,C#,https://github.com/dotnetcore/FreeSql,"🦄 .NET orm, C# orm, VB.NET orm, Mysql orm, Postgresql orm, SqlServer orm, Oracle orm, Sqlite orm, Firebird orm, 达梦 orm, 人大金仓 orm, 神通 orm, 翰高 orm, 南大通用 orm, 国产 orm, Clickhouse orm, QuestDB orm, MsAccess orm.",MDEwOlJlcG9zaXRvcnkxNjIyMjIwMDI=,2023-03-28T12:07:12Z
240,VRTK,996,3617,C#,https://github.com/ExtendRealityLtd/VRTK,*Beta* - An example of how to use the Tilia packages to create great content with VRTK v4.,MDEwOlJlcG9zaXRvcnk1Njk0MDM1MQ==,2022-05-07T14:33:49Z
241,pythonnet,631,3616,C#,https://github.com/pythonnet/pythonnet,Python for .NET is a package that gives Python programmers nearly seamless integration with the .NET Common Language Runtime (CLR) and provides a powerful application scripting tool for .NET developers.,MDEwOlJlcG9zaXRvcnkxNDc0ODEyMw==,2023-03-12T21:01:53Z
242,runner,794,3615,C#,https://github.com/actions/runner,The Runner for GitHub Actions :rocket:,MDEwOlJlcG9zaXRvcnkxODQyODY4NzU=,2023-03-27T20:21:54Z
243,MisakaTranslator,382,3608,C#,https://github.com/hanmin0822/MisakaTranslator,御坂翻译器—Galgame/文字游戏/漫画多语种实时机翻工具,MDEwOlJlcG9zaXRvcnkyNDQ1NTA3OTc=,2023-03-22T15:14:06Z
244,ModernWpf,394,3604,C#,https://github.com/Kinnara/ModernWpf,Modern styles and controls for your WPF applications,MDEwOlJlcG9zaXRvcnkyMTYwNTA2MjA=,2023-02-26T13:05:43Z
245,WinDynamicDesktop,269,3601,C#,https://github.com/t1m0thyj/WinDynamicDesktop,Port of macOS Mojave Dynamic Desktop feature to Windows 10,MDEwOlJlcG9zaXRvcnkxMzY2NzQ4ODU=,2023-03-13T23:07:30Z
246,DotnetSpider,977,3598,C#,https://github.com/dotnetcore/DotnetSpider,"DotnetSpider, a .NET standard web crawling library. It is lightweight, efficient and fast high-level web crawling & scraping framework",MDEwOlJlcG9zaXRvcnk1NDM1NzYxMA==,2023-03-27T09:41:26Z
247,clean-architecture-manga,619,3595,C#,https://github.com/ivanpaulovich/clean-architecture-manga," :cyclone: Clean Architecture with .NET6, C#10 and React+Redux. Use cases as central organizing structure, completely testable, decoupled from frameworks",MDEwOlJlcG9zaXRvcnkxMTU1MTY1MTI=,2023-03-27T10:07:56Z
248,NaughtyAttributes,396,3595,C#,https://github.com/dbrizov/NaughtyAttributes,Attribute Extensions for Unity,MDEwOlJlcG9zaXRvcnkxMDcxMzQ0NTE=,2022-11-29T22:42:40Z
249,Flow.Launcher,161,3579,C#,https://github.com/Flow-Launcher/Flow.Launcher,:mag: Quick file search & app launcher for Windows with community-made plugins,MDEwOlJlcG9zaXRvcnkyNTc1MjYyMTI=,2023-03-28T11:48:47Z
250,grpc-dotnet,702,3577,C#,https://github.com/grpc/grpc-dotnet,gRPC for .NET,MDEwOlJlcG9zaXRvcnkxNTk1NDg1NjE=,2023-03-22T07:34:37Z
251,sqlite-net,1411,3575,C#,https://github.com/praeclarum/sqlite-net,"Simple, powerful, cross-platform SQLite client and ORM for .NET",MDEwOlJlcG9zaXRvcnkxNjY2MjQ1,2023-03-25T11:55:44Z
252,Topshelf,677,3557,C#,https://github.com/Topshelf/Topshelf,An easy service hosting framework for building Windows services using .NET,MDEwOlJlcG9zaXRvcnk3Nzg4MzQ=,2021-10-24T12:27:54Z
253,cake,714,3551,C#,https://github.com/cake-build/cake,:cake: Cake (C# Make) is a cross platform build automation system.,MDEwOlJlcG9zaXRvcnkyMDA5NDAyOQ==,2023-02-23T23:00:09Z
254,NETworkManager,474,3544,C#,https://github.com/BornToBeRoot/NETworkManager,A powerful tool for managing networks and troubleshoot network problems!,MDEwOlJlcG9zaXRvcnk4OTUyNzYxNA==,2023-03-28T07:00:24Z
255,Flurl,353,3520,C#,https://github.com/tmenier/Flurl,Fluent URL builder and testable HTTP client for .NET,MDEwOlJlcG9zaXRvcnkxNjg5NzAwOA==,2023-01-02T15:30:46Z
256,azure-powershell,3404,3511,C#,https://github.com/Azure/azure-powershell,Microsoft Azure PowerShell,MDEwOlJlcG9zaXRvcnkyMzg5MTE5NA==,2023-03-28T09:26:23Z
257,SuperSocket,1078,3506,C#,https://github.com/kerryjiang/SuperSocket,"SuperSocket is a light weight, cross platform and extensible socket server application framework.",MDEwOlJlcG9zaXRvcnk1Mjk3Mzcw,2023-03-03T09:02:48Z
258,Covenant,685,3506,C#,https://github.com/cobbr/Covenant,Covenant is a collaborative .NET C2 framework for red teamers.,MDEwOlJlcG9zaXRvcnkxNjk1OTc4NTM=,2023-02-21T23:55:48Z
259,CliWrap,217,3504,C#,https://github.com/Tyrrrz/CliWrap,Library for running command-line processes,MDEwOlJlcG9zaXRvcnk4Njc0Mzg4MA==,2023-03-23T13:20:53Z
260,markdig,402,3486,C#,https://github.com/xoofx/markdig,"A fast, powerful, CommonMark compliant, extensible Markdown processor for .NET",MDEwOlJlcG9zaXRvcnk1OTY2OTMyNg==,2023-02-27T06:40:42Z
261,perfview,662,3480,C#,https://github.com/microsoft/perfview,PerfView is a CPU and memory performance-analysis tool,MDEwOlJlcG9zaXRvcnkzMzAxMDY3Mw==,2023-03-27T20:57:20Z
262,NoteHighlight2016,380,3479,C#,https://github.com/elvirbrk/NoteHighlight2016,Source code syntax highlighting for OneNote 2016 and OneNote for O365 . NoteHighlight 2013 port for OneNote 2016 (32-bit and 64-bit),MDEwOlJlcG9zaXRvcnk3NjI1NzIyMg==,2023-02-21T08:55:13Z
263,MQTTnet,886,3478,C#,https://github.com/dotnet/MQTTnet,MQTTnet is a high performance .NET library for MQTT based communication. It provides a MQTT client and a MQTT server (broker). The implementation is based on the documentation from http://mqtt.org/.,MDEwOlJlcG9zaXRvcnk4NTI0MjMyMQ==,2023-03-21T14:28:35Z
264,semantic-kernel,325,3477,C#,https://github.com/microsoft/semantic-kernel,Integrate cutting-edge LLM technology quickly and easily into your apps,R_kgDOJDJ_YQ,2023-03-28T06:00:38Z
265,Emby,775,3476,C#,https://github.com/MediaBrowser/Emby,Emby Server is a personal media server with apps on just about every device.,MDEwOlJlcG9zaXRvcnk4MjMxNDY2,2020-12-20T16:16:18Z
266,example-voting-app,7066,3462,C#,https://github.com/dockersamples/example-voting-app,"Example distributed app composed of multiple containers for Docker, Compose, Swarm, and Kubernetes",MDEwOlJlcG9zaXRvcnk0NjIzMzQ1MQ==,2023-03-11T14:43:42Z
267,Mapster,272,3459,C#,https://github.com/MapsterMapper/Mapster,"A fast, fun and stimulating object to object Mapper",MDEwOlJlcG9zaXRvcnkyMDM0Mjc5NA==,2023-03-04T20:04:44Z
268,ink,450,3455,C#,https://github.com/inkle/ink,inkle's open source scripting language for writing interactive narrative.,MDEwOlJlcG9zaXRvcnk1MDI0NDY3Mw==,2023-03-24T16:09:28Z
269,VsVim,390,3454,C#,https://github.com/VsVim/VsVim,Vim Emulator Plugin for Visual Studio 2015+ ,MDEwOlJlcG9zaXRvcnkzODg4NjA=,2023-02-23T12:46:41Z
270,Open-XML-SDK,525,3453,C#,https://github.com/dotnet/Open-XML-SDK,Open XML SDK by Microsoft,MDEwOlJlcG9zaXRvcnkyMDUzMjA1Mg==,2023-03-23T16:47:40Z
271,Unity-Design-Pattern,905,3438,C#,https://github.com/QianMo/Unity-Design-Pattern,:tea:  All Gang of Four Design Patterns written in Unity C# with many examples. And some Game Programming Patterns  written in Unity C#. | 各种设计模式的Unity3D C#版本实现,MDEwOlJlcG9zaXRvcnk3MDU1NTg3MQ==,2020-02-06T05:00:57Z
272,neo,1013,3410,C#,https://github.com/neo-project/neo,NEO Smart Economy,MDEwOlJlcG9zaXRvcnkzNjYxMzAzNg==,2023-03-27T22:43:40Z
273,ExcelDataReader,906,3403,C#,https://github.com/ExcelDataReader/ExcelDataReader,Lightweight and fast library written in C# for reading Microsoft Excel files,MDEwOlJlcG9zaXRvcnkyMjI1MzUxNA==,2023-03-10T11:02:38Z
274,docfx,778,3396,C#,https://github.com/dotnet/docfx,Static site generator for .NET API documentation.,MDEwOlJlcG9zaXRvcnkzODAwNzA1Mw==,2023-03-28T12:29:03Z
275,elasticsearch-net,1144,3396,C#,https://github.com/elastic/elasticsearch-net,"This strongly-typed, client library enables working with Elasticsearch. It is the official client maintained and supported by Elastic.",MDEwOlJlcG9zaXRvcnk5NDI2MTM=,2023-03-25T13:39:23Z
276,wpftoolkit,827,3394,C#,https://github.com/xceedsoftware/wpftoolkit,All the controls missing in WPF. Over 1 million downloads.,MDEwOlJlcG9zaXRvcnk5NDI0MjA4OQ==,2022-11-25T19:28:50Z
277,openiddict-core,410,3369,C#,https://github.com/openiddict/openiddict-core,Versatile OpenID Connect stack for ASP.NET Core and Microsoft.Owin (compatible with ASP.NET 4.6.1),MDEwOlJlcG9zaXRvcnk0MTE3MzMzNQ==,2023-03-25T18:57:40Z
278,gsudo,99,3362,C#,https://github.com/gerardog/gsudo,Sudo for Windows,MDEwOlJlcG9zaXRvcnkyMjAyNTE4MjA=,2023-03-28T12:29:15Z
279,IdentityServer4.Admin,1092,3361,C#,https://github.com/skoruba/IdentityServer4.Admin,The administration for the IdentityServer4 and Asp.Net Core Identity,MDEwOlJlcG9zaXRvcnkxMjEwNDkwNDU=,2023-03-06T01:10:25Z
280,copy-dialog-lunar-lander,65,3342,C#,https://github.com/Sanakan8472/copy-dialog-lunar-lander,Play lunar lander in you windows file copy dialog,R_kgDOH76HQQ,2022-10-31T14:56:31Z
281,ConfuserEx,1527,3335,C#,https://github.com/yck1509/ConfuserEx,"An open-source, free protector for .NET applications",MDEwOlJlcG9zaXRvcnkxODIwMzc1Mg==,2019-05-14T14:23:56Z
282,SkiaSharp,464,3316,C#,https://github.com/mono/SkiaSharp,"SkiaSharp is a cross-platform 2D graphics API for .NET platforms based on Google's Skia Graphics Library. It provides a comprehensive 2D API that can be used across mobile, server and desktop models to render images.",MDEwOlJlcG9zaXRvcnk1MjI5MzEyNg==,2023-03-28T11:26:09Z
283,SharpZipLib,935,3308,C#,https://github.com/icsharpcode/SharpZipLib,"#ziplib is a Zip, GZip, Tar and BZip2 library written entirely in C# for the .NET platform.",MDEwOlJlcG9zaXRvcnk4Njg3ODk=,2023-03-12T13:45:57Z
284,carnac,463,3282,C#,https://github.com/Code52/carnac,A utility to give some insight into how you use your keyboard,MDEwOlJlcG9zaXRvcnkzNDI5NDM0,2023-02-17T21:03:23Z
285,AspNetCore.Diagnostics.HealthChecks,665,3259,C#,https://github.com/Xabaril/AspNetCore.Diagnostics.HealthChecks,Enterprise HealthChecks for ASP.NET Core Diagnostics Package,MDEwOlJlcG9zaXRvcnkxNTA1NzIxNTE=,2023-03-28T08:48:34Z
286,greenshot,503,3259,C#,https://github.com/greenshot/greenshot,Greenshot for Windows - Report bugs & features go here: https://greenshot.atlassian.net or look for information on:,MDEwOlJlcG9zaXRvcnkzNjc1NjkxNw==,2023-03-27T20:59:38Z
287,Eto,309,3251,C#,https://github.com/picoe/Eto,Cross platform GUI framework for desktop and mobile applications in .NET,MDEwOlJlcG9zaXRvcnkxODM1NzU4,2023-03-27T23:51:34Z
288,SSH.NET,832,3248,C#,https://github.com/sshnet/SSH.NET,"SSH.NET is a Secure Shell (SSH) library for .NET, optimized for parallelism.",MDEwOlJlcG9zaXRvcnk0OTY3Mzg3Mg==,2023-03-27T21:56:01Z
289,jint,507,3239,C#,https://github.com/sebastienros/jint,Javascript Interpreter for .NET,MDEwOlJlcG9zaXRvcnkxNTc4NTUwNw==,2023-03-28T11:11:30Z
290,Ombi,390,3224,C#,https://github.com/Ombi-app/Ombi,Want a Movie or TV Show on Plex/Emby/Jellyfin? Use Ombi!,MDEwOlJlcG9zaXRvcnk1MjUyMjA0Ng==,2023-03-25T23:59:31Z
291,play-games-plugin-for-unity,950,3211,C#,https://github.com/playgameservices/play-games-plugin-for-unity,Google Play Games plugin for Unity,MDEwOlJlcG9zaXRvcnkxNTA2MTQwNA==,2023-03-14T10:22:52Z
292,tModLoader,1651,3207,C#,https://github.com/tModLoader/tModLoader,A mod to make and play Terraria mods. Supports Terraria 1.4 (and earlier) installations ,MDEwOlJlcG9zaXRvcnkzOTQyNTg2NA==,2023-03-28T07:26:22Z
293,ravendb,822,3205,C#,https://github.com/ravendb/ravendb,ACID Document Database,MDEwOlJlcG9zaXRvcnk1NDI3MTQ=,2023-03-28T12:35:10Z
294,Remotely,1521,3200,C#,https://github.com/immense/Remotely,"A remote control and remote scripting solution, built with .NET 6, Blazor, and SignalR Core.",MDEwOlJlcG9zaXRvcnkxNzY1MjM1OTQ=,2023-02-21T22:30:42Z
295,MoreLINQ,374,3196,C#,https://github.com/morelinq/MoreLINQ,Extensions to LINQ to Objects,MDEwOlJlcG9zaXRvcnk0MTE1MDYzNQ==,2023-03-26T16:49:33Z
296,acat,631,3185,C#,https://github.com/intel/acat,Assistive Context-Aware Toolkit (ACAT),MDEwOlJlcG9zaXRvcnkzMDk0MTUzMg==,2023-01-25T23:55:23Z
297,surging,930,3185,C#,https://github.com/fanliang11/surging,"Surging is a micro-service engine that provides a lightweight, high-performance, modular RPC request pipeline.  support Event-based Asynchronous Pattern and reactive programming ,The service engine supports http, TCP, WS,Grpc, Thrift,Mqtt, UDP, and DNS protocols. It uses ZooKeeper and Consul as a registry, and integrates it. Hash, random, polling, Fair Polling as a load balancing algorithm, built-in service governance to ensure reliable RPC communication, the engine contains Diagnostic, link tracking for protocol and middleware calls, and integration SkyWalking Distributed APM",MDEwOlJlcG9zaXRvcnk5NDU0NTU1OA==,2023-03-19T10:25:58Z
298,AsyncEx,343,3184,C#,https://github.com/StephenCleary/AsyncEx,A helper library for async/await.,MDEwOlJlcG9zaXRvcnkxOTU1NTcyMw==,2023-01-14T03:07:11Z
299,fluentassertions,493,3183,C#,https://github.com/fluentassertions/fluentassertions,"A very extensive set of extension methods that allow you to more naturally specify the expected outcome of a TDD or BDD-style unit tests. Targets .NET Framework 4.7, as well as .NET Core 2.1, .NET Core 3.0, .NET 6, .NET Standard 2.0 and 2.1. Supports the unit test frameworks MSTest2, NUnit3, XUnit2, MSpec, and NSpec3.",MDEwOlJlcG9zaXRvcnkxMTcxODQyNA==,2023-03-28T10:45:07Z
300,QFramework,688,3175,C#,https://github.com/liangxiegame/QFramework,Unity3D System Design Architecture,MDEwOlJlcG9zaXRvcnk1MTE0MjkzMg==,2023-03-21T09:45:35Z
301,Templates,481,3161,C#,https://github.com/Dotnet-Boxed/Templates,".NET project templates with batteries included, providing the minimum amount of code required to get you going faster.",MDEwOlJlcG9zaXRvcnkyNTgxMDc0Mg==,2023-03-24T06:16:17Z
302,WinAppDriver,1340,3118,C#,https://github.com/microsoft/WinAppDriver,Windows Application Driver,MDEwOlJlcG9zaXRvcnk1NDMwODQwMw==,2023-01-04T14:31:11Z
303,MagicOnion,374,3115,C#,https://github.com/Cysharp/MagicOnion,Unified Realtime/API framework for .NET platform and Unity.,MDEwOlJlcG9zaXRvcnk3NjEwMDU3NQ==,2023-03-10T05:53:42Z
304,Celeste,385,3106,C#,https://github.com/NoelFB/Celeste,Celeste Bugs & Issue Tracker + some Source Code,MDEwOlJlcG9zaXRvcnkxMjM0OTQzOTk=,2022-10-23T09:29:36Z
305,mathnet-numerics,859,3098,C#,https://github.com/mathnet/mathnet-numerics,Math.NET Numerics,MDEwOlJlcG9zaXRvcnkyMzUzMDM=,2023-03-24T14:56:33Z
306,Rubeus,642,3096,C#,https://github.com/GhostPack/Rubeus,Trying to tame the three-headed dog.,MDEwOlJlcG9zaXRvcnkxNTAwMzU5Mzg=,2023-02-03T15:25:12Z
307,TensorFlowSharp,583,3094,C#,https://github.com/migueldeicaza/TensorFlowSharp,TensorFlow API for .NET languages,MDEwOlJlcG9zaXRvcnk3OTA4MjM3OA==,2022-05-06T08:55:40Z
308,blazor-workshop,1383,3071,C#,https://github.com/dotnet-presentations/blazor-workshop,Blazor workshop,MDEwOlJlcG9zaXRvcnkxNjYyNzAyMjU=,2023-01-18T18:14:28Z
309,JavaScriptServices,541,3067,C#,https://github.com/aspnet/JavaScriptServices,[Archived] This repository has been archived,MDEwOlJlcG9zaXRvcnk0NTM2NTI5OA==,2020-04-07T21:28:18Z
310,PSReadLine,277,3062,C#,https://github.com/PowerShell/PSReadLine,A bash inspired readline implementation for PowerShell,MDEwOlJlcG9zaXRvcnkxMDAyNTczNw==,2023-03-27T23:05:34Z
311,Hawk,975,3053,C#,https://github.com/ferventdesert/Hawk,visualized crawler & ETL IDE written with C#/WPF,MDEwOlJlcG9zaXRvcnk1NTI4NDAxNg==,2019-12-21T10:26:40Z
312,Swashbuckle.WebApi,690,3049,C#,https://github.com/domaindrivendev/Swashbuckle.WebApi,Seamlessly adds a swagger to WebApi projects!,MDEwOlJlcG9zaXRvcnkxMDc1MDEzOQ==,2022-03-03T16:05:59Z
313,EFCore.BulkExtensions,506,3038,C#,https://github.com/borisdj/EFCore.BulkExtensions,"Entity Framework Core Bulk Batch Extensions in .Net for Insert Update Delete Read (CRUD), Truncate and SaveChanges operations on SQL Server, PostgreSQL, MySQL, SQLite",MDEwOlJlcG9zaXRvcnk5MTA5NjIxMw==,2023-03-20T10:27:36Z
314,kudu,665,3032,C#,https://github.com/projectkudu/kudu,"Kudu is the engine behind git/hg deployments, WebJobs, and various other features in Azure Web Sites. It can also run outside of Azure.",MDEwOlJlcG9zaXRvcnkxOTM5NzY5,2023-03-25T18:48:17Z
315,CleanArchitecture,645,3032,C#,https://github.com/blazorhero/CleanArchitecture,Clean Architecture Template for Blazor WebAssembly Built with MudBlazor Components.,MDEwOlJlcG9zaXRvcnkzNDI2MzcyNjQ=,2022-12-08T15:36:02Z
316,command-line-api,349,3027,C#,https://github.com/dotnet/command-line-api,"Command line parsing, invocation, and rendering of terminal output.",MDEwOlJlcG9zaXRvcnkxMjk5MzQ4ODQ=,2023-03-28T07:02:51Z
317,ScottPlot,504,3011,C#,https://github.com/ScottPlot/ScottPlot,Interactive plotting library for .NET,MDEwOlJlcG9zaXRvcnkxMTYyMTA1Njg=,2023-03-24T16:51:10Z
318,ModernFlyouts,177,3006,C#,https://github.com/ModernFlyouts-Community/ModernFlyouts,A modern Fluent Design replacement for the old Metro themed flyouts present in Windows.,MDEwOlJlcG9zaXRvcnkyNzI4ODcwMDc=,2023-02-02T20:28:06Z
319,ParrelSync,203,2995,C#,https://github.com/VeriorPies/ParrelSync,(Unity3D) Test multiplayer without building,MDEwOlJlcG9zaXRvcnkyNjQ0NTQ4Mjg=,2023-03-21T03:56:43Z
320,rant3,108,2992,C#,https://github.com/TheBerkin/rant3,(Obsolete) Archive of Rant 3.x.,MDEwOlJlcG9zaXRvcnkyMjU4NDgyMw==,2020-08-26T16:59:26Z
321,BepInEx,422,2983,C#,https://github.com/BepInEx/BepInEx,Unity / XNA game patcher and plugin framework,MDEwOlJlcG9zaXRvcnkxMjEwNjcxMzI=,2023-03-06T15:29:46Z
322,DS4Windows,1372,2973,C#,https://github.com/Jays2Kings/DS4Windows,"Like those other ds4tools, but sexier",MDEwOlJlcG9zaXRvcnkyMzU1MDQyMw==,2023-03-07T16:54:46Z
323,privatezilla,154,2966,C#,https://github.com/builtbybel/privatezilla,👀👮🐢🔥Performs a privacy & security check of Windows 10 ,MDEwOlJlcG9zaXRvcnkyNjgzNjc3ODk=,2022-09-02T00:56:14Z
324,BiliBiliToolPro,1415,2964,C#,https://github.com/RayWangQvQ/BiliBiliToolPro,B 站（bilibili）自动任务工具，支持docker、青龙、k8s等多种部署方式。敏感肌也能用。,R_kgDOGgE1gQ,2023-03-27T13:41:51Z
325,ScpToolkit,542,2962,C#,https://github.com/nefarius/ScpToolkit,Windows Driver and XInput Wrapper for Sony DualShock 3/4 Controllers,MDEwOlJlcG9zaXRvcnkzOTc4NzIwMg==,2021-11-04T01:02:36Z
326,Chromely,276,2959,C#,https://github.com/chromelyapps/Chromely,"Build Cross Platform HTML Desktop Apps on .NET using native GUI, HTML5, JavaScript, CSS, Owin, AspNetCore (MVC, RazorPages, Blazor)",MDEwOlJlcG9zaXRvcnkxMDMwNDMyMjg=,2023-01-15T23:12:16Z
327,AutoFixture,332,2951,C#,https://github.com/AutoFixture/AutoFixture,"AutoFixture is an open source library for .NET designed to minimize the 'Arrange' phase of your unit tests in order to maximize maintainability. Its primary goal is to allow developers to focus on what is being tested rather than how to setup the test scenario, by making it easier to create object graphs containing test data.",MDEwOlJlcG9zaXRvcnk0NDc1OTAw,2023-02-21T20:59:20Z
328,mongo-csharp-driver,1238,2950,C#,https://github.com/mongodb/mongo-csharp-driver,The Official C# .NET Driver for MongoDB,MDEwOlJlcG9zaXRvcnk2OTk2ODk=,2023-03-24T23:40:32Z
329,ToastFish,284,2945,C#,https://github.com/Uahh/ToastFish,一个利用摸鱼时间背单词的软件。,MDEwOlJlcG9zaXRvcnkzNjM4NjY2NDM=,2023-03-01T01:50:26Z
330,Skinner,399,2933,C#,https://github.com/keijiro/Skinner,Special Effects with Skinned Mesh in Unity,MDEwOlJlcG9zaXRvcnk3NDE5Mjk1Nw==,2019-10-17T04:09:48Z
331,ParticleEffectForUGUI,457,2926,C#,https://github.com/mob-sakai/ParticleEffectForUGUI,"Render particle effect in UnityUI(uGUI). Maskable, sortable, and no extra Camera/RenderTexture/Canvas.",MDEwOlJlcG9zaXRvcnkxMzgyOTAwMjI=,2023-03-24T01:13:49Z
332,Discord.Net,704,2923,C#,https://github.com/discord-net/Discord.Net,An unofficial .Net wrapper for the Discord API (https://discord.com/),MDEwOlJlcG9zaXRvcnk0MDE3MTQ5Ng==,2023-03-27T10:08:47Z
333,hakchi2,465,2919,C#,https://github.com/ClusterM/hakchi2,Tool that allows you to add more games to your NES/SNES Classic Mini,MDEwOlJlcG9zaXRvcnk3ODI4OTQyMg==,2023-02-28T15:32:02Z
334,fluentmigrator,630,2917,C#,https://github.com/fluentmigrator/fluentmigrator,Fluent migrations framework for .NET,MDEwOlJlcG9zaXRvcnk1ODkzNDk=,2023-03-15T11:25:47Z
335,corert,524,2912,C#,https://github.com/dotnet/corert,"This repo contains CoreRT, an experimental .NET Core runtime optimized for AOT (ahead of time compilation) scenarios, with the accompanying compiler toolchain.",MDEwOlJlcG9zaXRvcnk0MjU1MjE0Mw==,2020-11-01T06:38:13Z
336,Power-Fx,271,2905,C#,https://github.com/microsoft/Power-Fx,Power Fx low-code programming language,MDEwOlJlcG9zaXRvcnkzNDE3MDQwMzQ=,2023-03-28T12:19:01Z
337,referencesource,1243,2901,C#,https://github.com/microsoft/referencesource,Source from the Microsoft .NET Reference Source that represent a subset of the .NET Framework,MDEwOlJlcG9zaXRvcnkyNjUyMTEyOQ==,2023-02-17T20:51:44Z
338,hashids.net,157,2900,C#,https://github.com/ullmark/hashids.net,A small .NET package to generate YouTube-like hashes from one or many numbers. Use hashids when you do not want to expose your database ids to the user.,MDEwOlJlcG9zaXRvcnk2MjIzNDk4,2023-03-27T08:46:16Z
339,crest,429,2895,C#,https://github.com/wave-harmonic/crest,An advanced ocean system implemented in Unity,MDEwOlJlcG9zaXRvcnk5ODQxMDU3OA==,2023-03-28T08:52:42Z
340,Scrutor,207,2884,C#,https://github.com/khellang/Scrutor,Assembly scanning and decoration extensions for Microsoft.Extensions.DependencyInjection,MDEwOlJlcG9zaXRvcnk0NjE1NjEwMQ==,2023-03-27T09:24:04Z
341,SpaceEngineers,864,2882,C#,https://github.com/KeenSoftwareHouse/SpaceEngineers,,MDEwOlJlcG9zaXRvcnkzNTU1NTA4OQ==,2022-01-06T13:46:01Z
342,BetterJoy,294,2880,C#,https://github.com/Davidobot/BetterJoy,"Allows the Nintendo Switch Pro Controller, Joycons and SNES controller to be used with CEMU, Citra, Dolphin, Yuzu and as generic XInput",MDEwOlJlcG9zaXRvcnkxMjMxOTUxNzA=,2023-03-03T22:40:36Z
343,UnityLibrary,366,2862,C#,https://github.com/UnityCommunity/UnityLibrary,":books: Library of all kind of scripts, snippets & shaders for Unity",MDEwOlJlcG9zaXRvcnk1ODYwNDcxNA==,2022-12-03T19:50:07Z
344,BaiduPanDownloadWinform,544,2858,C#,https://github.com/Accelerider/BaiduPanDownloadWinform,百度网盘不限速下载工具,MDEwOlJlcG9zaXRvcnk3MDEyODk0NQ==,2021-01-29T19:58:06Z
345,npgsql,782,2857,C#,https://github.com/npgsql/npgsql,Npgsql is the .NET data provider for PostgreSQL.,MDEwOlJlcG9zaXRvcnkyODgzNTc0,2023-03-25T21:15:55Z
346,tolua,869,2847,C#,https://github.com/topameng/tolua,The fastest unity lua binding solution,MDEwOlJlcG9zaXRvcnk0NTkwNzIyNw==,2022-04-21T03:22:24Z
