rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
233,CSharp,ModernFlyouts,3004,177,C#,https://github.com/ModernFlyouts-Community/ModernFlyouts,ModernFlyouts-Community,246,2023-02-02T20:28:06Z,A modern Fluent Design replacement for the old Metro themed flyouts present in Windows.
234,CSharp,rant3,2993,108,C#,https://github.com/TheBerkin/rant3,TheBerkin,0,2020-08-26T16:59:26Z,(Obsolete) Archive of Rant 3.x.
235,CSharp,ParrelSync,2990,203,C#,https://github.com/VeriorPies/ParrelSync,VeriorPies,26,2023-03-21T03:56:43Z,(Unity3D) Test multiplayer without building
236,CSharp,BepInEx,2978,421,C#,https://github.com/BepInEx/BepInEx,BepInEx,102,2023-03-06T15:29:46Z,Unity / XNA game patcher and plugin framework
237,CSharp,DS4Windows,2972,1374,C#,https://github.com/Jays2Kings/DS4Windows,Jays2Kings,596,2023-03-07T16:54:46Z,"Like those other ds4tools, but sexier"
238,CSharp,privatezilla,2963,154,C#,https://github.com/builtbybel/privatezilla,builtbybel,24,2022-09-02T00:56:14Z,👀👮🐢🔥Performs a privacy & security check of Windows 10 
239,CSharp,ScpToolkit,2962,542,C#,https://github.com/nefarius/ScpToolkit,nefarius,0,2021-11-04T01:02:36Z,Windows Driver and XInput Wrapper for Sony DualShock 3/4 Controllers
240,CSharp,Chromely,2959,276,C#,https://github.com/chromelyapps/Chromely,chromelyapps,6,2023-01-15T23:12:16Z,"Build Cross Platform HTML Desktop Apps on .NET using native GUI, HTML5, JavaScript, CSS, Owin, AspNetCore (MVC, RazorPages, Blazor)"
241,CSharp,BiliBiliToolPro,2954,1415,C#,https://github.com/RayWangQvQ/BiliBiliToolPro,RayWangQvQ,69,2023-03-27T11:47:03Z,B 站（bilibili）自动任务工具，支持docker、青龙、k8s等多种部署方式。敏感肌也能用。
242,CSharp,AutoFixture,2951,332,C#,https://github.com/AutoFixture/AutoFixture,AutoFixture,40,2023-02-21T20:59:20Z,"AutoFixture is an open source library for .NET designed to minimize the 'Arrange' phase of your unit tests in order to maximize maintainability. Its primary goal is to allow developers to focus on what is being tested rather than how to setup the test scenario, by making it easier to create object graphs containing test data."
243,CSharp,ToastFish,2942,282,C#,https://github.com/Uahh/ToastFish,Uahh,31,2023-03-01T01:50:26Z,一个利用摸鱼时间背单词的软件。
244,CSharp,Skinner,2932,399,C#,https://github.com/keijiro/Skinner,keijiro,2,2019-10-17T04:09:48Z,Special Effects with Skinned Mesh in Unity
245,CSharp,Discord.Net,2922,704,C#,https://github.com/discord-net/Discord.Net,discord-net,66,2023-03-27T10:08:47Z,An unofficial .Net wrapper for the Discord API (https://discord.com/)
246,CSharp,hakchi2,2919,465,C#,https://github.com/ClusterM/hakchi2,ClusterM,346,2023-02-28T15:32:02Z,Tool that allows you to add more games to your NES/SNES Classic Mini
247,CSharp,ParticleEffectForUGUI,2918,454,C#,https://github.com/mob-sakai/ParticleEffectForUGUI,mob-sakai,19,2023-03-24T01:13:49Z,"Render particle effect in UnityUI(uGUI). Maskable, sortable, and no extra Camera/RenderTexture/Canvas."
248,CSharp,corert,2912,524,C#,https://github.com/dotnet/corert,dotnet,313,2020-11-01T06:38:13Z,"This repo contains CoreRT, an experimental .NET Core runtime optimized for AOT (ahead of time compilation) scenarios, with the accompanying compiler toolchain."
249,CSharp,Power-Fx,2904,271,C#,https://github.com/microsoft/Power-Fx,microsoft,108,2023-03-25T05:29:07Z,Power Fx low-code programming language
250,CSharp,referencesource,2901,1241,C#,https://github.com/microsoft/referencesource,microsoft,46,2023-02-17T20:51:44Z,Source from the Microsoft .NET Reference Source that represent a subset of the .NET Framework
251,CSharp,referencesource,2901,1241,C#,https://github.com/microsoft/referencesource,microsoft,46,2023-02-17T20:51:44Z,Source from the Microsoft .NET Reference Source that represent a subset of the .NET Framework
252,CSharp,hashids.net,2898,157,C#,https://github.com/ullmark/hashids.net,ullmark,0,2023-03-27T08:46:16Z,A small .NET package to generate YouTube-like hashes from one or many numbers. Use hashids when you do not want to expose your database ids to the user.
253,CSharp,crest,2893,429,C#,https://github.com/wave-harmonic/crest,wave-harmonic,59,2023-03-26T10:01:41Z,An advanced ocean system implemented in Unity
254,CSharp,SpaceEngineers,2882,863,C#,https://github.com/KeenSoftwareHouse/SpaceEngineers,KeenSoftwareHouse,152,2022-01-06T13:46:01Z,
255,CSharp,Scrutor,2882,207,C#,https://github.com/khellang/Scrutor,khellang,33,2023-03-27T09:24:04Z,Assembly scanning and decoration extensions for Microsoft.Extensions.DependencyInjection
256,CSharp,BetterJoy,2880,294,C#,https://github.com/Davidobot/BetterJoy,Davidobot,446,2023-03-03T22:40:36Z,"Allows the Nintendo Switch Pro Controller, Joycons and SNES controller to be used with CEMU, Citra, Dolphin, Yuzu and as generic XInput"
257,CSharp,UnityLibrary,2862,366,C#,https://github.com/UnityCommunity/UnityLibrary,UnityCommunity,11,2022-12-03T19:50:07Z,":books: Library of all kind of scripts, snippets & shaders for Unity"
258,CSharp,BaiduPanDownloadWinform,2858,544,C#,https://github.com/Accelerider/BaiduPanDownloadWinform,Accelerider,72,2021-01-29T19:58:06Z,百度网盘不限速下载工具
259,CSharp,npgsql,2854,781,C#,https://github.com/npgsql/npgsql,npgsql,240,2023-03-25T21:15:55Z,Npgsql is the .NET data provider for PostgreSQL.
260,CSharp,tolua,2846,870,C#,https://github.com/topameng/tolua,topameng,31,2022-04-21T03:22:24Z,The fastest unity lua binding solution
261,CSharp,TwitchLeecher,2844,411,C#,https://github.com/Franiac/TwitchLeecher,Franiac,0,2022-11-01T21:26:10Z,Twitch Leecher - The Broadcast Downloader
262,CSharp,Deform,2841,202,C#,https://github.com/keenanwoodall/Deform,keenanwoodall,18,2023-02-28T16:02:36Z,A fully-featured deformer system for Unity.
263,CSharp,Seatbelt,2823,557,C#,https://github.com/GhostPack/Seatbelt,GhostPack,6,2023-03-22T19:40:31Z,"Seatbelt is a C# project that performs a number of security oriented host-survey ""safety checks"" relevant from both offensive and defensive security perspectives."
264,CSharp,qttabbar,2814,226,C#,https://github.com/indiff/qttabbar,indiff,54,2023-02-14T14:55:15Z,Qttabbar is a small tool that allows you to use tab multi label function in Windows Explorer.   https://www.yuque.com/indiff/qttabbar
265,CSharp,Architecture,2812,728,C#,https://github.com/rafaelfgx/Architecture,rafaelfgx,0,2023-03-26T11:37:22Z,".NET 7, Angular 15, Clean Architecture, Clean Code, SOLID Principles, KISS Principle, DRY Principle, Fail Fast Principle, Common Closure Principle, Common Reuse Principle, Acyclic Dependencies Principle, Mediator Pattern, Result Pattern, Folder-By-Feature Structure, Separation of Concerns."
266,CSharp,PKHeX,2810,553,C#,https://github.com/kwsch/PKHeX,kwsch,2,2023-03-27T07:11:43Z,Pokémon Save File Editor
267,CSharp,ILRuntime,2795,660,C#,https://github.com/Ourpalm/ILRuntime,Ourpalm,63,2023-03-26T16:47:48Z,"Pure C# IL Intepreter Runtime, which is fast and reliable for scripting requirement on enviorments, where jitting isn't possible. "
268,CSharp,AspNetCoreRateLimit,2793,412,C#,https://github.com/stefanprodan/AspNetCoreRateLimit,stefanprodan,136,2023-03-20T00:58:02Z,ASP.NET Core rate limiting middleware
269,CSharp,Geographical-Adventures,2777,374,C#,https://github.com/SebLague/Geographical-Adventures,SebLague,21,2023-02-21T14:05:21Z,
270,CSharp,EventSourcing.NetCore,2776,434,C#,https://github.com/oskardudycz/EventSourcing.NetCore,oskardudycz,16,2023-03-24T13:17:21Z,Examples and Tutorials of Event Sourcing in .NET
271,CSharp,libgit2sharp,2772,853,C#,https://github.com/libgit2/libgit2sharp,libgit2,350,2023-03-07T18:38:08Z,Git + .NET/Mono = ❤
272,CSharp,opentk,2767,621,C#,https://github.com/opentk/opentk,opentk,43,2023-03-25T15:18:23Z,"The Open Toolkit library is a fast, low-level C# wrapper for OpenGL, OpenAL & OpenCL. It also includes windowing, mouse, keyboard and joystick input and a robust and fast math library, giving you everything you need to write your own renderer or game engine. OpenTK can be used standalone or inside a GUI on Windows, Linux, Mac."
273,CSharp,samples,2761,4712,C#,https://github.com/dotnet/samples,dotnet,57,2023-03-25T12:40:39Z,Sample code referenced by the .NET documentation
274,CSharp,monodevelop,2752,998,C#,https://github.com/mono/monodevelop,mono,572,2021-10-04T08:31:06Z,MonoDevelop is a cross platform .NET IDE
275,CSharp,Blazorise,2719,485,C#,https://github.com/Megabit/Blazorise,Megabit,287,2023-03-25T13:33:31Z,"Blazorise is a component library built on top of Blazor with support for CSS frameworks like Bootstrap, Bulma, AntDesign, and Material."
276,CSharp,Lidarr,2712,200,C#,https://github.com/Lidarr/Lidarr,Lidarr,491,2023-03-27T04:31:20Z,Looks and smells like Sonarr but made for music.
277,CSharp,TensorFlow.NET,2711,432,C#,https://github.com/SciSharp/TensorFlow.NET,SciSharp,141,2023-03-26T19:10:53Z,".NET Standard bindings for Google's TensorFlow for developing, training and deploying Machine Learning models in C# and F#."
278,CSharp,LiveCharts2,2710,379,C#,https://github.com/beto-rodriguez/LiveCharts2,beto-rodriguez,113,2023-03-22T17:18:24Z,"Simple, flexible, interactive & powerful charts, maps and gauges for .Net, LiveCharts2 can now practically run everywhere Maui, Uno Platform, Blazor-wasm, WPF, WinForms, Xamarin, Avalonia, WinUI, UWP."
279,CSharp,P,2708,158,C#,https://github.com/p-org/P,p-org,12,2023-03-10T06:26:50Z,The P programming language.
280,CSharp,testcontainers-dotnet,2708,153,C#,https://github.com/testcontainers/testcontainers-dotnet,testcontainers,16,2023-03-27T09:20:23Z,A library to support tests with throwaway instances of Docker containers for all compatible .NET Standard versions.
281,CSharp,Unigram,2702,368,C#,https://github.com/UnigramDev/Unigram,UnigramDev,326,2023-03-27T11:59:13Z,Telegram for Windows
282,CSharp,dotnet,2696,580,C#,https://github.com/MiniProfiler/dotnet,MiniProfiler,60,2023-03-04T00:44:31Z,A simple but effective mini-profiler for ASP.NET (and Core) websites
283,CSharp,netmq,2693,712,C#,https://github.com/zeromq/netmq,zeromq,89,2023-03-16T02:56:51Z,A 100% native C# implementation of ZeroMQ for .NET
284,CSharp,EasyNetQ,2686,729,C#,https://github.com/EasyNetQ/EasyNetQ,EasyNetQ,53,2023-03-27T08:43:45Z,An easy to use .NET API for RabbitMQ
285,CSharp,FastEndpoints,2685,169,C#,https://github.com/FastEndpoints/FastEndpoints,FastEndpoints,7,2023-03-24T07:46:33Z,A light-weight REST API development framework for ASP.Net 6 and newer.
286,CSharp,coverlet,2674,376,C#,https://github.com/coverlet-coverage/coverlet,coverlet-coverage,136,2023-03-24T09:56:35Z,Cross platform code coverage for .NET
287,CSharp,aspnet-api-versioning,2664,681,C#,https://github.com/dotnet/aspnet-api-versioning,dotnet,8,2023-03-16T15:11:42Z,"Provides a set of libraries which add service API versioning to ASP.NET Web API, OData with ASP.NET Web API, and ASP.NET Core."
288,CSharp,KestrelHttpServer,2654,536,C#,https://github.com/aspnet/KestrelHttpServer,aspnet,0,2018-11-22T00:09:49Z,[Archived] A cross platform web server for ASP.NET Core. Project moved to https://github.com/aspnet/AspNetCore
289,CSharp,querybuilder,2653,449,C#,https://github.com/sqlkata/querybuilder,sqlkata,86,2023-03-24T14:25:28Z,"SQL query builder, written in c#, helps you build complex queries easily, supports SqlServer, MySql, PostgreSql, Oracle, Sqlite and Firebird"
290,CSharp,Caliburn.Micro,2636,782,C#,https://github.com/Caliburn-Micro/Caliburn.Micro,Caliburn-Micro,64,2023-03-25T00:04:58Z,"A small, yet powerful framework, designed for building applications across all XAML platforms. Its strong support for MV* patterns will enable you to build your solution quickly, without the need to sacrifice code quality or testability."
291,CSharp,puppeteer-sharp,2636,377,C#,https://github.com/hardkoded/puppeteer-sharp,hardkoded,49,2023-03-27T03:17:18Z,Headless Chrome .NET API
292,CSharp,ViVe,2626,173,C#,https://github.com/thebookisclosed/ViVe,thebookisclosed,4,2023-03-26T16:28:21Z,C# library and console app for using new feature control APIs available in Windows 10 version 2004 and newer
293,CSharp,Ninject,2604,536,C#,https://github.com/ninject/Ninject,ninject,76,2022-10-05T03:05:57Z,the ninja of .net dependency injectors
294,CSharp,optick,2604,252,C#,https://github.com/bombomby/optick,bombomby,57,2022-12-22T17:09:41Z,C++ Profiler For Games
295,CSharp,MaterialSkin,2596,792,C#,https://github.com/IgnaceMaes/MaterialSkin,IgnaceMaes,139,2023-03-16T03:09:25Z,"Theming .NET WinForms, C# or VB.Net, to Google's Material Design Principles."
296,CSharp,behaviac,2586,772,C#,https://github.com/Tencent/behaviac,Tencent,92,2023-01-06T11:43:38Z,"behaviac is a framework of the game AI development, and it also can be used as a rapid game prototype design tool. behaviac supports the behavior tree, finite state machine and hierarchical task network(BT, FSM, HTN)"
297,CSharp,CppSharp,2580,456,C#,https://github.com/mono/CppSharp,mono,258,2023-03-20T14:47:16Z,Tools and libraries to glue C/C++ APIs to high-level languages
298,CSharp,Emby.Plugins.JavScraper,2579,510,C#,https://github.com/JavScraper/Emby.Plugins.JavScraper,JavScraper,246,2023-02-24T16:34:43Z,Emby/Jellyfin 的一个日本电影刮削器插件，可以从某些网站抓取影片信息。
299,CSharp,UnrealCLR,2578,174,C#,https://github.com/nxrighthere/UnrealCLR,nxrighthere,6,2022-09-06T00:53:16Z,Unreal Engine .NET 6 integration
300,CSharp,linq2db,2573,427,C#,https://github.com/linq2db/linq2db,linq2db,344,2023-03-26T04:39:23Z,Linq to database provider.
301,CSharp,bflat,2623,63,C#,https://github.com/bflattened/bflat,bflattened,16,2023-02-19T23:25:03Z,"C# as you know it but with Go-inspired tooling (small, selfcontained, and native executables)"
302,CSharp,Telegram.Bot,2615,637,C#,https://github.com/TelegramBots/Telegram.Bot,TelegramBots,35,2023-03-20T23:06:28Z,.NET Client for Telegram Bot API
303,CSharp,Ninject,2604,536,C#,https://github.com/ninject/Ninject,ninject,76,2022-10-05T03:05:57Z,the ninja of .net dependency injectors
304,CSharp,optick,2604,252,C#,https://github.com/bombomby/optick,bombomby,57,2022-12-22T17:09:41Z,C++ Profiler For Games
305,CSharp,MaterialSkin,2596,792,C#,https://github.com/IgnaceMaes/MaterialSkin,IgnaceMaes,139,2023-03-16T03:09:25Z,"Theming .NET WinForms, C# or VB.Net, to Google's Material Design Principles."
306,CSharp,behaviac,2586,772,C#,https://github.com/Tencent/behaviac,Tencent,92,2023-01-06T11:43:38Z,"behaviac is a framework of the game AI development, and it also can be used as a rapid game prototype design tool. behaviac supports the behavior tree, finite state machine and hierarchical task network(BT, FSM, HTN)"
307,CSharp,CppSharp,2580,456,C#,https://github.com/mono/CppSharp,mono,258,2023-03-20T14:47:16Z,Tools and libraries to glue C/C++ APIs to high-level languages
308,CSharp,linq2db,2573,427,C#,https://github.com/linq2db/linq2db,linq2db,344,2023-03-26T04:39:23Z,Linq to database provider.
309,CSharp,LiteNetLib,2571,447,C#,https://github.com/RevenantX/LiteNetLib,RevenantX,12,2023-03-05T18:05:44Z,Lite reliable UDP library for Mono and .NET
310,CSharp,NanUI,2548,562,C#,https://github.com/NetDimension/NanUI,NetDimension,2,2023-03-15T11:17:56Z,"NanUI is an open source .NET project for .NET developers who want to create desktop applications with HTML, CSS and JavaScript."
311,CSharp,SmartStoreNET,2548,1478,C#,https://github.com/smartstore/SmartStoreNET,smartstore,26,2023-03-15T06:15:36Z,Open Source ASP.NET MVC Enterprise eCommerce Shopping Cart Solution
312,CSharp,ApiEndpoints,2543,175,C#,https://github.com/ardalis/ApiEndpoints,ardalis,14,2022-11-02T03:45:07Z,A project for supporting API Endpoints in ASP.NET Core web applications.
313,CSharp,mui,2535,764,C#,https://github.com/firstfloorsoftware/mui,firstfloorsoftware,136,2021-07-27T03:24:40Z,Modern UI for WPF
314,CSharp,RulesEngine,2524,433,C#,https://github.com/microsoft/RulesEngine,microsoft,13,2023-03-20T21:57:16Z,A Json based Rules Engine with extensive Dynamic expression support
315,CSharp,Ben.Demystifier,2518,105,C#,https://github.com/benaadams/Ben.Demystifier,benaadams,43,2023-01-16T03:01:57Z,High performance understanding for stack traces (Make error logs more productive)
316,CSharp,FluentScheduler,2513,399,C#,https://github.com/fluentscheduler/FluentScheduler,fluentscheduler,48,2023-01-30T10:52:10Z,Automated job scheduler with fluent interface for the .NET platform.
317,CSharp,FluentEmail,2512,381,C#,https://github.com/lukencode/FluentEmail,lukencode,86,2023-01-30T01:21:57Z,"All in one email sender for .NET. Supports popular senders (SendGrid, MailGun, etc) and Razor templates."
318,CSharp,LibreHardwareMonitor,2506,393,C#,https://github.com/LibreHardwareMonitor/LibreHardwareMonitor,LibreHardwareMonitor,279,2023-03-26T09:54:25Z,"Libre Hardware Monitor, home of the fork of Open Hardware Monitor"
319,CSharp,coravel,2498,201,C#,https://github.com/jamesmh/coravel,jamesmh,45,2023-03-24T11:53:37Z,"Near-zero config .NET library that makes advanced application features like Task Scheduling, Caching, Queuing, Event Broadcasting, and more a breeze!"
320,CSharp,confluent-kafka-dotnet,2498,776,C#,https://github.com/confluentinc/confluent-kafka-dotnet,confluentinc,412,2023-03-27T09:51:11Z,Confluent's Apache Kafka .NET client
321,CSharp,AttackSurfaceAnalyzer,2497,255,C#,https://github.com/microsoft/AttackSurfaceAnalyzer,microsoft,54,2023-03-01T01:47:07Z,Attack Surface Analyzer can help you analyze your operating system's security configuration for changes during software installation.
322,CSharp,FluentFTP,2495,587,C#,https://github.com/robinrodricks/FluentFTP,robinrodricks,3,2023-03-21T20:57:50Z,"An FTP and FTPS client for .NET & .NET Standard, optimized for speed. Provides extensive FTP commands, File uploads/downloads, SSL/TLS connections, Automatic directory listing parsing, File hashing/checksums, File permissions/CHMOD, FTP proxies, FXP support, UTF-8 support, Async/await support, Powershell support and more. Written entirely in C#."
323,CSharp,GitVersion,2478,622,C#,https://github.com/GitTools/GitVersion,GitTools,119,2023-03-26T17:37:07Z,From git log to SemVer in no time
324,CSharp,GuardClauses,2471,234,C#,https://github.com/ardalis/GuardClauses,ardalis,10,2023-03-22T12:57:38Z,A simple package with guard clause extensions.
325,CSharp,ysoserial.net,2470,409,C#,https://github.com/pwntester/ysoserial.net,pwntester,4,2023-03-17T20:32:35Z,Deserialization payload generator for a variety of .NET formatters
326,CSharp,arfoundation-samples,2463,921,C#,https://github.com/Unity-Technologies/arfoundation-samples,Unity-Technologies,44,2023-03-14T22:12:10Z,Example content for Unity projects based on AR Foundation
327,CSharp,BililiveRecorder,2462,228,C#,https://github.com/BililiveRecorder/BililiveRecorder,BililiveRecorder,62,2023-02-13T12:01:39Z,B站录播姬 | BiliBili Stream Recorder | 哔哩哔哩直播录制
328,CSharp,X-PostProcessing-Library,2451,567,C#,https://github.com/QianMo/X-PostProcessing-Library,QianMo,1,2020-07-26T12:06:52Z,Unity Post Processing Stack Library | Unity引擎的高品质后处理库
329,CSharp,PTVS,2447,697,C#,https://github.com/microsoft/PTVS,microsoft,93,2023-03-24T20:40:09Z,Python Tools for Visual Studio
330,CSharp,nbfc,2446,457,C#,https://github.com/hirschmann/nbfc,hirschmann,39,2023-02-01T10:29:28Z,NoteBook FanControl
331,CSharp,XCharts,2444,476,C#,https://github.com/XCharts-Team/XCharts,XCharts-Team,3,2023-03-21T00:12:25Z,A charting and data visualization library for Unity.   Unity数据可视化图表插件。 
332,CSharp,cecil,2435,602,C#,https://github.com/jbevain/cecil,jbevain,56,2023-01-21T02:54:29Z,"Cecil is a library to inspect, modify and create .NET programs and libraries."
333,CSharp,octokit.net,2432,1111,C#,https://github.com/octokit/octokit.net,octokit,92,2023-03-24T20:39:17Z,A GitHub API client library for .NET 
334,CSharp,Pomelo.EntityFrameworkCore.MySql,2429,370,C#,https://github.com/PomeloFoundation/Pomelo.EntityFrameworkCore.MySql,PomeloFoundation,118,2023-02-25T11:06:58Z,Entity Framework Core provider for MySQL and MariaDB built on top of MySqlConnector
335,CSharp,UtinyRipper,2426,413,C#,https://github.com/mafaca/UtinyRipper,mafaca,593,2022-01-14T21:53:29Z,"GUI and API library to work with Engine assets, serialized and bundle files"
336,CSharp,scriptcs,2420,371,C#,https://github.com/scriptcs/scriptcs,scriptcs,168,2022-04-05T16:10:06Z,"Write C# apps with a text editor, nuget and the power of Roslyn!"
337,CSharp,nodatime,2417,316,C#,https://github.com/nodatime/nodatime,nodatime,29,2023-03-24T06:56:47Z,A better date and time API for .NET
338,CSharp,AutoUpdater.NET,2411,661,C#,https://github.com/ravibpatel/AutoUpdater.NET,ravibpatel,64,2023-03-25T13:56:20Z,AutoUpdater.NET is a class library that allows .NET developers to easily add auto update functionality to their classic desktop application projects.
339,CSharp,scriban,2381,317,C#,https://github.com/scriban/scriban,scriban,44,2023-03-18T17:55:35Z,"A fast, powerful, safe and lightweight scripting language and engine for .NET"
340,CSharp,sample-dotnet-core-cqrs-api,2345,535,C#,https://github.com/kgrzybek/sample-dotnet-core-cqrs-api,kgrzybek,5,2023-02-04T04:55:42Z,Sample .NET Core REST API CQRS implementation with raw SQL and DDD using Clean Architecture.
341,CSharp,design-patterns-explained-with-food,2344,166,C#,https://github.com/wesdoyle/design-patterns-explained-with-food,wesdoyle,0,2023-02-18T06:36:01Z,"GoF Design Patterns with ""Real-World"" examples involving Food-Related Businesses and mock dependencies"
342,CSharp,x360ce,2337,475,C#,https://github.com/x360ce/x360ce,x360ce,716,2023-02-13T20:40:35Z,"Primary repository for the x360ce library, front-end and tools."
343,CSharp,ZeroFormatter,2332,247,C#,https://github.com/neuecc/ZeroFormatter,neuecc,60,2022-04-12T00:09:19Z,"Infinitely Fast Deserializer for .NET, .NET Core and Unity."
344,CSharp,SteamDesktopAuthenticator,2329,504,C#,https://github.com/Jessecar96/SteamDesktopAuthenticator,Jessecar96,166,2022-12-08T08:58:49Z,Desktop implementation of Steam's mobile authenticator app
345,CSharp,OneOf,2328,121,C#,https://github.com/mcintyre321/OneOf,mcintyre321,23,2023-03-14T11:47:29Z,Easy to use F#-like ~discriminated~ unions for C# with exhaustive compile time matching
346,CSharp,Orchard,2327,1126,C#,https://github.com/OrchardCMS/Orchard,OrchardCMS,1848,2023-03-24T09:13:21Z,"Orchard is a free, open source, community-focused Content Management System built on the ASP.NET MVC platform."
347,CSharp,html-agility-pack,2323,352,C#,https://github.com/zzzprojects/html-agility-pack,zzzprojects,63,2022-11-03T21:43:56Z,"Html Agility Pack (HAP) is a free and open-source HTML parser written in C# to read/write DOM and supports plain XPATH or XSLT. It is a .NET code library that allows you to parse ""out of the web"" HTML files."
348,CSharp,TrueCraft,2322,313,C#,https://github.com/ddevault/TrueCraft,ddevault,48,2019-02-13T14:38:38Z,Minecraft for hipsters
349,CSharp,Glimpse,2317,430,C#,https://github.com/Glimpse/Glimpse,Glimpse,47,2021-01-22T00:56:22Z,The open source diagnostics platform for the web
350,CSharp,SharpSCADA,2312,1236,C#,https://github.com/GavinYellow/SharpSCADA,GavinYellow,13,2023-01-13T08:52:33Z,C# SCADA
351,CSharp,FFXIVQuickLauncher,2207,286,C#,https://github.com/goatcorp/FFXIVQuickLauncher,goatcorp,261,2023-03-11T22:46:15Z,Custom launcher for FFXIV
352,CSharp,SharpLab,2205,169,C#,https://github.com/ashmind/SharpLab,ashmind,421,2023-03-19T17:02:51Z,.NET language playground
353,CSharp,Impostor,2199,332,C#,https://github.com/Impostor/Impostor,Impostor,6,2023-03-08T19:46:42Z,Impostor - An open source reimplementation of the Among Us Server
354,CSharp,Prowlarr,2196,118,C#,https://github.com/Prowlarr/Prowlarr,Prowlarr,90,2023-03-25T04:10:33Z,
355,CSharp,sdk,2192,927,C#,https://github.com/dotnet/sdk,dotnet,2295,2023-03-27T12:00:35Z,"Core functionality needed to create .NET Core projects, that is shared between Visual Studio and CLI"
356,CSharp,Monitorian,2176,127,C#,https://github.com/emoacht/Monitorian,emoacht,5,2023-03-21T13:57:29Z,A Windows desktop tool to adjust the brightness of multiple monitors with ease
357,CSharp,EnergyStar,2173,73,C#,https://github.com/imbushuo/EnergyStar,imbushuo,19,2022-08-20T00:22:02Z,A terrible application setting SV2 Efficiency Mode for inactive Windows apps and user background apps
358,CSharp,EventFlow,2160,426,C#,https://github.com/eventflow/EventFlow,eventflow,73,2023-03-03T23:59:01Z,Async/await first CQRS+ES and DDD framework for .NET
359,CSharp,Fluent.Ribbon,2160,495,C#,https://github.com/fluentribbon/Fluent.Ribbon,fluentribbon,45,2023-03-21T20:46:52Z,WPF Ribbon control like in Office
360,CSharp,TShock,2158,366,C#,https://github.com/Pryaxis/TShock,Pryaxis,109,2023-03-26T07:36:33Z,"☕️⚡️TShock provides Terraria servers with server-side characters, anti-cheat, and community management tools."
361,CSharp,BoatAttack,2158,842,C#,https://github.com/Unity-Technologies/BoatAttack,Unity-Technologies,60,2023-03-16T02:25:48Z,Demo Project using the Universal RP from Unity3D
362,CSharp,NuGetPackageExplorer,2154,426,C#,https://github.com/NuGetPackageExplorer/NuGetPackageExplorer,NuGetPackageExplorer,87,2023-03-20T03:01:51Z,"Create, update and deploy Nuget Packages with a GUI"
363,CSharp,Jil,2135,252,C#,https://github.com/kevin-montrose/Jil,kevin-montrose,37,2022-12-08T00:48:50Z,"Fast .NET JSON (De)Serializer, Built On Sigil"
364,CSharp,xasset,2129,489,C#,https://github.com/xasset/xasset,xasset,0,2023-03-25T03:41:49Z,让开发时间更高效
365,CSharp,Sprache,2124,211,C#,https://github.com/sprache/Sprache,sprache,16,2022-01-18T22:33:35Z,"A tiny, friendly, C# parser construction library"
366,CSharp,SimpleDnsCrypt,2122,230,C#,https://github.com/bitbeans/SimpleDnsCrypt,bitbeans,139,2022-12-08T09:54:10Z,A simple management tool for dnscrypt-proxy
367,CSharp,Costura,2115,261,C#,https://github.com/Fody/Costura,Fody,9,2023-03-09T07:57:02Z,Embed references as resources
368,CSharp,LittleBigMouse,2111,138,C#,https://github.com/mgth/LittleBigMouse,mgth,153,2023-01-06T16:20:56Z,DPI Aware mouse move across screens
369,CSharp,wincompose,2110,68,C#,https://github.com/samhocevar/wincompose,samhocevar,169,2023-02-22T18:08:10Z,🔣 Compose Key for Windows
370,CSharp,FancyScrollView,2109,283,C#,https://github.com/setchi/FancyScrollView,setchi,9,2022-07-08T01:35:12Z,[Unity] Scroll view component that can implement highly flexible animations.
371,CSharp,AV_Evasion_Tool,2106,373,C#,https://github.com/1y0n/AV_Evasion_Tool,1y0n,27,2023-03-12T00:48:03Z,掩日 - 免杀执行器生成工具
372,CSharp,KinoGlitch,2103,226,C#,https://github.com/keijiro/KinoGlitch,keijiro,4,2020-10-03T14:19:24Z,Video glitch effects for Unity
373,CSharp,ModAssistant,2103,408,C#,https://github.com/Assistant/ModAssistant,Assistant,75,2023-01-19T00:18:04Z,Simple Beat Saber Mod Installer
374,CSharp,ReportGenerator,2095,265,C#,https://github.com/danielpalme/ReportGenerator,danielpalme,2,2023-03-20T18:36:43Z,"ReportGenerator converts coverage reports generated by coverlet, OpenCover, dotCover, Visual Studio, NCover, Cobertura, JaCoCo, Clover, gcov or lcov into human readable reports in various formats."
375,CSharp,RazorEngine,2090,574,C#,https://github.com/Antaris/RazorEngine,Antaris,161,2021-05-11T16:32:23Z,Open source templating engine based on Microsoft's Razor parsing engine
376,CSharp,Fleck,2085,587,C#,https://github.com/statianzo/Fleck,statianzo,56,2022-10-24T07:09:42Z,C# Websocket Implementation
377,CSharp,abot,2080,541,C#,https://github.com/sjdirect/abot,sjdirect,3,2022-03-07T01:39:02Z,Cross Platform C# web crawler framework built for speed and flexibility. Please star this project! +1.
378,CSharp,TailBlazer,2077,247,C#,https://github.com/RolandPheasant/TailBlazer,RolandPheasant,70,2023-02-21T04:12:05Z,A modern file tail utility based on Rx.Net which show cases reactive programming and Dynamic Data (see https://github.com/RolandPheasant/DynamicData)
