rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
730,Java,DO400-apps,11,890,Java,https://github.com/RedHatTraining/DO400-apps,RedHatTraining,0,2023-01-24T11:13:00Z,
731,Java,NavigationTabBar,4932,873,Java,https://github.com/Devlight/NavigationTabBar,Devlight,62,2019-10-25T13:29:42Z,Navigation tab bar with colorful interactions.
732,Java,spring-cloud-docker-microservice-book-code,1152,873,Java,https://github.com/itmuch/spring-cloud-docker-microservice-book-code,itmuch,5,2019-03-28T12:25:57Z,《Spring Cloud与Docker微服务架构实战》配套代码。讨论QQ群：731548893
733,Java,StickerCamera,3161,873,Java,https://github.com/Skykai521/StickerCamera,Skykai521,46,2021-11-06T05:27:12Z,"This is an Android application with camera,picture cropping,collage sticking and tagging.贴纸标签相机,功能:拍照,相片裁剪,给图片贴贴纸,打标签。"
734,Java,mapdb,4663,872,Java,https://github.com/jankotek/mapdb,jankotek,164,2023-03-19T16:53:58Z,"MapDB provides concurrent Maps, Sets and Queues backed by disk storage or off-heap-memory. It is a fast and easy to use embedded Java database engine."
735,Java,liferay-docs,208,871,Java,https://github.com/liferay/liferay-docs,liferay,0,2023-01-24T22:12:47Z,
736,Java,Android-Debug-Database,8156,868,Java,https://github.com/amitshekhariitbhu/Android-Debug-Database,amitshekhariitbhu,69,2023-01-18T08:06:22Z,A library for debugging android databases and shared preferences - Make Debugging Great Again
737,Java,activemq-artemis,847,866,Java,https://github.com/apache/activemq-artemis,apache,0,2023-03-24T08:22:49Z,Mirror of Apache ActiveMQ Artemis
738,Java,WePush,3022,870,Java,https://github.com/rememberber/WePush,rememberber,22,2022-10-14T06:10:24Z,专注批量推送的小而美的工具，目前支持：模板消息-公众号、模板消息-小程序、微信客服消息、微信企业号/企业微信消息、阿里云短信、阿里大于模板短信 、腾讯云短信、云片网短信、E-Mail、HTTP请求、钉钉、华为云短信、百度云短信、又拍云短信、七牛云短信
739,Java,orientdb,4571,866,Java,https://github.com/orientechnologies/orientdb,orientechnologies,252,2023-03-27T09:05:37Z,"OrientDB is the most versatile DBMS supporting Graph, Document, Reactive, Full-Text and Geospatial models in one Multi-Model product. OrientDB can run distributed (Multi-Master), supports SQL, ACID Transactions, Full-Text indexing and Reactive Queries."
740,Java,google-signin,2679,864,Java,https://github.com/react-native-google-signin/google-signin,react-native-google-signin,20,2023-03-17T19:54:20Z,Google Sign-in for your React Native applications
741,Java,mini-spring,3465,863,Java,https://github.com/DerekYRC/mini-spring,DerekYRC,17,2023-03-13T01:19:43Z,mini-spring是简化版的spring框架，能帮助你快速熟悉spring源码和掌握spring的核心原理。抽取了spring的核心逻辑，代码极度简化，保留spring的核心功能，如IoC和AOP、资源加载器、事件监听器、类型转换、容器扩展点、bean生命周期和作用域、应用上下文等核心功能。 
742,Java,FillerCreepForAndroid,17,861,Java,https://github.com/abramhindle/FillerCreepForAndroid,abramhindle,1,2018-09-26T23:43:13Z,A Game that Attempts to Demo MVC for Android
743,Java,SwitchButton,4619,863,Java,https://github.com/kyleduo/SwitchButton,kyleduo,20,2021-07-08T13:43:20Z,A cute widget of Switch Button for  you to create beautiful and friendly UI.
744,Java,webporter,2708,862,Java,https://github.com/brianway/webporter,brianway,5,2022-01-08T13:14:10Z,基于 webmagic 的 Java 爬虫应用
745,Java,folding-cell-android,4888,862,Java,https://github.com/Ramotion/folding-cell-android,Ramotion,7,2022-09-21T05:01:27Z,:octocat: 📃  FoldingCell is a material design expanding content cell inspired by folding paper material made by @Ramotion
746,Java,jv-salary-info,0,883,Java,https://github.com/mate-academy/jv-salary-info,mate-academy,0,2023-03-26T16:24:04Z,
747,Java,NoHttp,3709,861,Java,https://github.com/yanzhenjie/NoHttp,yanzhenjie,76,2018-07-30T01:23:31Z,:lemon: Android实现Http标准协议框架，支持多种缓存模式，底层可动态切换OkHttp、URLConnection。
748,Java,maven-web-application,0,862,Java,https://github.com/MaheshBangaru/maven-web-application,MaheshBangaru,0,2022-04-01T11:58:07Z,
749,Java,android-advanced-starter-apps,168,858,Java,https://github.com/google-developer-training/android-advanced-starter-apps,google-developer-training,1,2021-10-18T08:08:51Z,Starter apps for the apps that students create as they work through the Advanced Android Development training course created by the Google Developer Training team.
750,Java,java-web-app,2,866,Java,https://github.com/LandmakTechnology/java-web-app,LandmakTechnology,0,2022-08-02T00:17:47Z,
751,Java,Competitive_Coding-3,6,774,Java,https://github.com/super30admin/Competitive_Coding-3,super30admin,0,2023-03-24T06:23:13Z,
752,Java,atmosphere,3609,762,Java,https://github.com/Atmosphere/atmosphere,Atmosphere,45,2023-03-20T19:17:38Z,Event Driven WebSockets Framework  with Cross-Browser Fallbacks
753,Java,understand-plugin-framework,2572,760,Java,https://github.com/tiann/understand-plugin-framework,tiann,0,2018-08-27T05:58:35Z,demos to help understand plugin framwork
754,Java,data-structures-and-algorithms-made-easy-in-java,697,759,Java,https://github.com/careermonk/data-structures-and-algorithms-made-easy-in-java,careermonk,0,2021-01-12T10:53:14Z,Data Structure And Algorithms Made Easy In Java
755,Java,netbeans,2231,758,Java,https://github.com/apache/netbeans,apache,533,2023-03-27T11:31:15Z,Apache NetBeans
756,Java,mvnwebapp,6,764,Java,https://github.com/rchidana/mvnwebapp,rchidana,0,2023-01-28T15:54:29Z,
757,Java,community,2386,754,Java,https://github.com/codedrinker/community,codedrinker,17,2022-06-21T01:28:12Z,开源论坛、问答系统，现有功能提问、回复、通知、最新、最热、消除零回复功能。功能持续更新中…… 技术栈 Spring、Spring Boot、MyBatis、MySQL/H2、Bootstrap
758,Java,XUI,4246,754,Java,https://github.com/xuexiangjys/XUI,xuexiangjys,3,2023-02-11T07:45:36Z,"💍A simple and elegant Android native UI framework, free your hands! (一个简洁而优雅的Android原生UI框架，解放你的双手！)"
759,Java,mifosx,202,751,Java,https://github.com/openMF/mifosx,openMF,1,2019-02-04T14:24:46Z,NOW DEPRECATED. All development occurs on Apache Fineract (https://github.com/apache/incubator-fineract). 
760,Java,netty-learning-example,2570,753,Java,https://github.com/sanshengshui/netty-learning-example,sanshengshui,1,2022-10-04T23:38:25Z,:egg: Netty实践学习案例，见微知著！带着你的心，跟着教程。我相信你行欧。
761,Java,AnySoftKeyboard,2387,752,Java,https://github.com/AnySoftKeyboard/AnySoftKeyboard,AnySoftKeyboard,754,2023-03-27T04:45:08Z,Android (f/w 2.1+) on screen keyboard for multiple languages (chat https://gitter.im/AnySoftKeyboard)
762,Java,BigDataGuide,1869,752,Java,https://github.com/MoRan1607/BigDataGuide,MoRan1607,0,2022-11-02T04:39:42Z,大数据学习，从零开始学习大数据，包含大数据学习各阶段学习视频、面试资料
763,Java,storm-starter,939,751,Java,https://github.com/nathanmarz/storm-starter,nathanmarz,0,2016-03-09T23:17:37Z,Learn to use Storm!
764,Java,speech-demo,609,749,Java,https://github.com/Baidu-AIP/speech-demo,Baidu-AIP,8,2021-11-22T09:41:23Z,语音api示例
765,Java,SaiJavaCode,2,760,Java,https://github.com/SaiDevOpsFaculty/SaiJavaCode,SaiDevOpsFaculty,0,2023-03-07T12:22:12Z,
766,Java,RedisClient,2380,749,Java,https://github.com/caoxinyu/RedisClient,caoxinyu,48,2018-05-02T18:41:44Z,Java Redis Client GUI Tool
767,Java,AppUpdate,3472,748,Java,https://github.com/WVector/AppUpdate,WVector,85,2021-01-19T15:33:36Z,🚀   Android 版本更新 🚀   a  library for android version update  🚀 
768,Java,thumbnailator,4570,748,Java,https://github.com/coobird/thumbnailator,coobird,51,2023-03-26T18:18:29Z,Thumbnailator - a thumbnail generation library for Java
769,Java,java-docs-spring-hello-world,13,829,Java,https://github.com/Azure-Samples/java-docs-spring-hello-world,Azure-Samples,0,2023-03-08T02:25:33Z,"A hello world application for the App Service quickstart, created with Spring Initializr with a Spring.Web dependency"
770,Java,wechat-api,1826,746,Java,https://github.com/hellokaton/wechat-api,hellokaton,2,2018-03-30T03:14:32Z,🗯 wechat-api by java7.
771,Java,browsermob-proxy,228,748,Java,https://github.com/webmetrics/browsermob-proxy,webmetrics,39,2017-09-11T05:57:27Z,NOTICE: this project has been forked and is being maintained at https://github.com/lightbody/browsermob-proxy
772,Java,spring-cloud-study,1033,743,Java,https://github.com/eacdy/spring-cloud-study,eacdy,0,2020-01-10T08:45:44Z,开源书《跟我学Spring Cloud》的配套代码。讨论QQ群：731548893
773,Java,java-racingcar-precourse,12,743,Java,https://github.com/next-step/java-racingcar-precourse,next-step,1,2023-03-27T00:41:38Z,자동차 경주 미션을 위한 저장소
774,Java,onos,1063,743,Java,https://github.com/opennetworkinglab/onos,opennetworkinglab,0,2023-03-03T11:33:14Z,Open Network Operating System
775,Java,Java,1385,743,Java,https://github.com/gaopu/Java,gaopu,13,2022-09-15T09:13:36Z,一些用Java写的小东西（没什么用，大家不要star了😄）
776,Java,litho,7515,743,Java,https://github.com/facebook/litho,facebook,78,2023-03-27T11:15:23Z,A declarative framework for building efficient UIs on Android.
777,Java,my-project,58,743,Java,https://github.com/nanuchi/my-project,nanuchi,2,2023-03-20T12:26:47Z,
778,Java,spring-petclinic-rest,372,744,Java,https://github.com/spring-petclinic/spring-petclinic-rest,spring-petclinic,8,2023-03-21T17:26:35Z,REST version of the Spring Petclinic sample application
779,Java,a51-android-pemula-labs,124,744,Java,https://github.com/dicodingacademy/a51-android-pemula-labs,dicodingacademy,0,2023-03-09T06:50:28Z,Android Pemula
780,Java,HelloWorldMaven,5,744,Java,https://github.com/deepak2717/HelloWorldMaven,deepak2717,0,2023-02-25T10:20:45Z,Testing a maven project
781,Java,jodd,3962,741,Java,https://github.com/oblac/jodd,oblac,2,2022-06-22T08:33:22Z,Jodd! Lightweight. Java. Zero dependencies. Use what you like.
782,Java,NiftyDialogEffects,2489,739,Java,https://github.com/litao0621/NiftyDialogEffects,litao0621,0,2020-04-23T16:15:56Z,Nifty Modal Dialog Effects
783,Java,blade-tool,1456,740,Java,https://github.com/chillzhuang/blade-tool,chillzhuang,5,2022-10-12T16:43:39Z,SpringBlade 3.0 架构核心工具包，SpringBlade 是一个由商业级项目升级优化而来的SpringCloud分布式微服务架构、SpringBoot单体式微服务架构并存的综合型项目，采用Java8 API重构了业务代码，完全遵循阿里巴巴编码规范。采用Spring Boot 2 、Spring Cloud 2020 、Mybatis 等核心技术，同时提供基于React和Vue的两个前端框架用于快速搭建企业级的SaaS多租户微服务平台。  官网：https://bladex.vip
784,Java,pdfbox,1924,740,Java,https://github.com/apache/pdfbox,apache,0,2023-03-24T03:35:03Z,Mirror of Apache PDFBox
785,Java,spring-boot-learning,1168,740,Java,https://github.com/loda-kun/spring-boot-learning,loda-kun,4,2022-06-21T19:38:44Z,"🍀 Hướng dẫn tất tần tật về Spring Boot, Spring Cloud ☘️ Code mẫu tiếng việt, có bài viết hướng dẫn đi kèm hình ảnh dễ hiểu 🍄"
786,Java,httpclientutil,1399,738,Java,https://github.com/Arronlong/httpclientutil,Arronlong,16,2021-12-29T14:36:40Z,该项目基于HttpClient-4.4.1封装的一个工具类。提供了更为简单的GET、POST及上传下载等功能。同时支持插件式配置Http-Header（包含自定义header）、配置SSL和Proxy等。
787,Java,cryptomator,9117,737,Java,https://github.com/cryptomator/cryptomator,cryptomator,280,2023-03-24T17:11:48Z,Multi-platform transparent client-side encryption of your files in the cloud
788,Java,BenchmarkJava,529,741,Java,https://github.com/OWASP-Benchmark/BenchmarkJava,OWASP-Benchmark,18,2023-02-28T01:33:41Z,"OWASP Benchmark is a test suite designed to verify the speed and accuracy of software vulnerability detection tools. A fully runnable web app written in Java, it supports analysis by Static (SAST), Dynamic (DAST), and Runtime (IAST) tools that support Java. The idea is that since it is fully runnable and all the vulnerabilities are actually exploitable, it’s a fair test for any kind of vulnerability detection tool.  For more details on this project, please see the OWASP Benchmark Project home page."
789,Java,ud845-Pets,243,735,Java,https://github.com/udacity/ud845-Pets,udacity,0,2022-07-06T21:18:39Z,
790,Java,Fall-2018-Lab2,0,735,Java,https://github.com/cs125-illinois/Fall-2018-Lab2,cs125-illinois,0,2018-09-09T21:16:39Z,Lab 2 starter code.
791,Java,jutils,1113,735,Java,https://github.com/chenssy89/jutils,chenssy89,13,2020-08-29T01:25:48Z,jutils，通用的Java工具类，主要包括基础工具类（时间、正则表达式、字符串、随机数等等），excel解析生成、word解析生成、文件操作、图片操作、敏感字、加解密等等。
792,Java,gobblin,2121,734,Java,https://github.com/apache/gobblin,apache,0,2023-03-24T20:42:29Z,"A distributed data integration framework that simplifies common aspects of big data integration such as data ingestion, replication, organization and lifecycle management for both streaming and batch data ecosystems."
793,Java,JustTrustMe,4087,733,Java,https://github.com/Fuzion24/JustTrustMe,Fuzion24,19,2022-06-06T09:50:18Z,An xposed module that disables SSL certificate checking for the purposes of auditing an app with cert pinning
794,Java,client_java,1940,731,Java,https://github.com/prometheus/client_java,prometheus,52,2023-03-26T20:42:07Z,Prometheus instrumentation library for JVM applications
795,Java,spring5-mvc-rest,47,731,Java,https://github.com/springframeworkguru/spring5-mvc-rest,springframeworkguru,1,2022-09-12T16:54:13Z,Restful Interfaces with Spring 5
796,Java,blog-tutorials,654,730,Java,https://github.com/rieckpil/blog-tutorials,rieckpil,5,2023-02-20T16:40:34Z,":star: Codebase for various tutorials  about Java, Spring Boot, AWS, Kotlin, and Testing"
797,Java,shardingsphere-example,950,729,Java,https://github.com/apache/shardingsphere-example,apache,13,2020-08-11T06:13:28Z,Sharding-Sphere examples
798,Java,cloudxlab,52,729,Java,https://github.com/singhabhinav/cloudxlab,singhabhinav,0,2022-07-01T07:35:05Z,
799,Java,spring-data-jpa-examples,642,729,Java,https://github.com/pkainulainen/spring-data-jpa-examples,pkainulainen,5,2020-02-03T14:56:56Z,
800,Java,and-nd-firebase,302,728,Java,https://github.com/udacity/and-nd-firebase,udacity,47,2023-03-25T00:39:54Z,Course code repository for Firebase in a Weekend by Google: Android
801,Java,RedisUtil,176,574,Java,https://github.com/iyayu/RedisUtil,iyayu,0,2022-05-19T01:02:41Z,最全的Java操作Redis的工具类，使用StringRedisTemplate实现，封装了对Redis五种基本类型的各种操作！
802,Java,swagger2word,1099,572,Java,https://github.com/JMCuixy/swagger2word,JMCuixy,43,2022-06-02T08:38:01Z,一个Swagger API 文档 转 Word 文档的工具项目
803,Java,AndroidFine,1169,570,Java,https://github.com/tianshaojie/AndroidFine,tianshaojie,19,2019-03-27T02:23:58Z,Android快速开发框架
804,Java,sedona,1393,571,Java,https://github.com/apache/sedona,apache,3,2023-03-27T08:02:49Z,A cluster computing framework for processing large-scale geospatial data
805,Java,Stack-1,0,578,Java,https://github.com/super30admin/Stack-1,super30admin,0,2023-03-24T04:57:09Z,
806,Java,sphinx4,1343,569,Java,https://github.com/cmusphinx/sphinx4,cmusphinx,22,2022-10-18T04:01:35Z,Pure Java speech recognition library
807,Java,android_packages_apps_Settings,21,564,Java,https://github.com/daproy/android_packages_apps_Settings,daproy,0,2015-05-02T18:26:41Z,Android settings app (cyanogenmod)
808,Java,job4j_tracker,4,563,Java,https://github.com/peterarsentev/job4j_tracker,peterarsentev,0,2022-12-10T15:44:40Z,
809,Java,markdown-parse,1,561,Java,https://github.com/ucsd-cse15l-w22/markdown-parse,ucsd-cse15l-w22,2,2022-03-11T23:28:56Z,
810,Java,android-process-button,3015,564,Java,https://github.com/dmytrodanylyk/android-process-button,dmytrodanylyk,19,2018-08-28T19:33:32Z,Android Buttons With Built-in Progress Meters.
811,Java,ud843_Soonami,121,562,Java,https://github.com/udacity/ud843_Soonami,udacity,9,2022-06-28T07:37:42Z,
812,Java,stream-lib,2242,563,Java,https://github.com/addthis/stream-lib,addthis,22,2019-11-28T12:37:37Z,Stream summarizer and cardinality estimator.
813,Java,spring-security-jwt,427,565,Java,https://github.com/koushikkothagal/spring-security-jwt,koushikkothagal,5,2020-09-26T13:22:53Z,
814,Java,RichText,3812,562,Java,https://github.com/zzhoujay/RichText,zzhoujay,132,2020-12-25T02:39:28Z,Android平台下的富文本解析器，支持Html和Markdown
815,Java,sandwich-club-starter-code,79,562,Java,https://github.com/udacity/sandwich-club-starter-code,udacity,2,2022-06-28T05:59:43Z,Android Nanodegree Sandwich Club starter code
816,Java,robospice,2967,561,Java,https://github.com/stephanenicolas/robospice,stephanenicolas,76,2018-01-14T04:12:11Z,"Repo of the Open Source Android library : RoboSpice. RoboSpice is a modular android library that makes writing asynchronous long running tasks easy. It is specialized in network requests, supports caching and offers REST requests out-of-the box using extension modules."
817,Java,book,1240,561,Java,https://github.com/mybatis-book/book,mybatis-book,64,2022-04-09T02:47:09Z,MyBatis 从入门到精通
818,Java,mp4parser,2649,561,Java,https://github.com/sannies/mp4parser,sannies,251,2023-03-17T12:46:18Z,"A Java API to read, write and create MP4 files"
819,Java,testing-java-junit5,47,571,Java,https://github.com/springframeworkguru/testing-java-junit5,springframeworkguru,0,2023-03-04T06:35:21Z,Testing Java JUnit 5
820,Java,java-game-server,1251,559,Java,https://github.com/menacher/java-game-server,menacher,22,2022-05-03T05:19:38Z,Jetserver is a high speed nio socket based multiplayer java game server written using Netty and Mike Rettig's Jetlang.It is specifically tuned for network based multiplayer games and supports TCP and UDP network protocols.
821,Java,ImageEditor-Android,2066,559,Java,https://github.com/siwangqishiq/ImageEditor-Android,siwangqishiq,21,2022-09-28T05:57:17Z,AndroidImageEdit 安卓设备上图形编辑开源控件，支持磨皮美白 自定义贴图 图片滤镜 图片旋转 图片剪裁 文字贴图 撤销 回退 等操作 
822,Java,aws-sdk-android,985,559,Java,https://github.com/aws-amplify/aws-sdk-android,aws-amplify,73,2023-03-24T18:12:37Z,"AWS SDK for Android. For more information, see our web site:"
823,Java,akhq,2851,559,Java,https://github.com/tchiotludo/akhq,tchiotludo,114,2023-03-27T09:54:20Z,"Kafka GUI for Apache Kafka to manage topics, topics data, consumers group, schema registry, connect and more..."
824,Java,jvm-serializers,3224,559,Java,https://github.com/eishay/jvm-serializers,eishay,4,2020-10-15T02:01:10Z,Benchmark comparing serialization libraries on the JVM 
825,Java,mopub-android-sdk,3,560,Java,https://github.com/victorwon/mopub-android-sdk,victorwon,0,2014-02-20T19:33:23Z,
826,Java,egit-github,2,558,Java,https://github.com/fsteeg/egit-github,fsteeg,0,2011-04-01T15:20:11Z,Eclipse Git Team Provider (EGit) project repository (egit-github)
827,Java,java,562,558,Java,https://github.com/exercism/java,exercism,25,2023-03-27T03:57:30Z,Exercism exercises in Java.
828,Java,androiddev,812,557,Java,https://github.com/gabrielemariotti/androiddev,gabrielemariotti,2,2015-12-04T08:39:01Z,Quick tips/tutorials for Android developers
829,Java,HMCL,5029,556,Java,https://github.com/huanghongxun/HMCL,huanghongxun,135,2023-03-19T12:36:35Z,"A Minecraft Launcher which is multi-functional, cross-platform and popular"
830,Java,tp,0,553,Java,https://github.com/nus-cs2103-AY2122S1/tp,nus-cs2103-AY2122S1,0,2022-07-22T13:27:39Z,
831,Java,stage0-module3-task1,2,579,Java,https://github.com/mjc-school/stage0-module3-task1,mjc-school,0,2023-03-18T09:49:44Z,
832,Java,jjdxm_ijkplayer_simple,1,553,Java,https://github.com/PersonalScripts/jjdxm_ijkplayer_simple,PersonalScripts,0,2016-06-28T10:04:41Z,"基于ijkplayer简单的UI界面 - ijkplayer demo, String url = ""your link here"";"
833,Java,tank,383,553,Java,https://github.com/bjmashibing/tank,bjmashibing,2,2021-01-12T11:18:31Z,坦克大战
834,Java,beauty_ssm_dubbo,830,551,Java,https://github.com/wosyingjun/beauty_ssm_dubbo,wosyingjun,13,2016-10-29T12:42:58Z,"将""优雅的SSM框架""服务化治理（基于Dubbo+Zookeeper）"
835,Java,Tower,599,553,Java,https://github.com/DroidPlanner/Tower,DroidPlanner,143,2022-02-19T14:27:39Z,Ground Control Station for Android Devices
836,Java,devops,13,555,Java,https://github.com/edureka-git/devops,edureka-git,0,2021-12-14T05:24:13Z,
837,Java,t-io,1629,550,Java,https://github.com/tywo45/t-io,tywo45,0,2022-12-06T00:49:26Z,网络编程很苦，用t-io后会很甜
838,Java,WSLiveDemo,1910,550,Java,https://github.com/WangShuo1143368701/WSLiveDemo,WangShuo1143368701,44,2022-04-04T06:24:43Z,音视频，直播SDK，rtmp推流，录制视频，滤镜。百万用户，线上迭代半年，已经稳定。
839,Java,android-sqlite-asset-helper,2157,548,Java,https://github.com/jgilfelt/android-sqlite-asset-helper,jgilfelt,0,2021-09-23T14:43:43Z,An Android helper class to manage database creation and version management using an application's raw asset files
840,Java,ser321examples,26,546,Java,https://github.com/amehlhase316/ser321examples,amehlhase316,0,2023-02-07T04:20:13Z,
841,Java,PhotoView,2590,549,Java,https://github.com/bm-x/PhotoView,bm-x,90,2021-10-14T16:40:51Z,图片浏览缩放控件
842,Java,DBus,1214,550,Java,https://github.com/BriData/DBus,BriData,50,2022-12-06T21:36:10Z,DBus
843,Java,SpringIndicator,2,547,Java,https://github.com/haikuowuya/SpringIndicator,haikuowuya,0,2015-02-28T13:30:12Z,A spring indicator like Morning Routine guide.
844,Java,ews-java-api,841,548,Java,https://github.com/OfficeDev/ews-java-api,OfficeDev,317,2023-01-27T14:04:14Z,A java client library to access Exchange web services.  The API works against Office 365 Exchange Online as well as on premises Exchange.
845,Java,hibernate-validator,1073,547,Java,https://github.com/hibernate/hibernate-validator,hibernate,0,2023-03-27T08:44:11Z,Hibernate Validator - Jakarta Bean Validation Reference Implementation
846,Java,java-first-program,7,562,Java,https://github.com/pluralsight-projects/java-first-program,pluralsight-projects,3,2022-02-25T00:14:49Z,
847,Java,Just-Java,495,541,Java,https://github.com/udacity/Just-Java,udacity,0,2022-07-06T21:20:33Z,The official repository for the second Android Development for Beginners App : Just Java
848,Java,struts-examples,407,544,Java,https://github.com/apache/struts-examples,apache,0,2023-03-27T01:32:15Z,Mirror of Apache Struts
849,Java,Caldroid,1428,543,Java,https://github.com/roomorama/Caldroid,roomorama,116,2021-07-09T14:15:24Z,A better calendar for Android
850,Java,firebase-android-sdk,2037,544,Java,https://github.com/firebase/firebase-android-sdk,firebase,221,2023-03-25T19:39:44Z,Firebase Android SDK
851,Java,blade-tool,1456,740,Java,https://github.com/chillzhuang/blade-tool,chillzhuang,5,2022-10-12T16:43:39Z,SpringBlade 3.0 架构核心工具包，SpringBlade 是一个由商业级项目升级优化而来的SpringCloud分布式微服务架构、SpringBoot单体式微服务架构并存的综合型项目，采用Java8 API重构了业务代码，完全遵循阿里巴巴编码规范。采用Spring Boot 2 、Spring Cloud 2020 、Mybatis 等核心技术，同时提供基于React和Vue的两个前端框架用于快速搭建企业级的SaaS多租户微服务平台。  官网：https://bladex.vip
852,Java,spring-boot-learning,1168,740,Java,https://github.com/loda-kun/spring-boot-learning,loda-kun,4,2022-06-21T19:38:44Z,"🍀 Hướng dẫn tất tần tật về Spring Boot, Spring Cloud ☘️ Code mẫu tiếng việt, có bài viết hướng dẫn đi kèm hình ảnh dễ hiểu 🍄"
853,Java,httpclientutil,1399,738,Java,https://github.com/Arronlong/httpclientutil,Arronlong,16,2021-12-29T14:36:40Z,该项目基于HttpClient-4.4.1封装的一个工具类。提供了更为简单的GET、POST及上传下载等功能。同时支持插件式配置Http-Header（包含自定义header）、配置SSL和Proxy等。
854,Java,cryptomator,9117,737,Java,https://github.com/cryptomator/cryptomator,cryptomator,280,2023-03-24T17:11:48Z,Multi-platform transparent client-side encryption of your files in the cloud
855,Java,Fall-2018-Lab2,0,735,Java,https://github.com/cs125-illinois/Fall-2018-Lab2,cs125-illinois,0,2018-09-09T21:16:39Z,Lab 2 starter code.
856,Java,jutils,1113,735,Java,https://github.com/chenssy89/jutils,chenssy89,13,2020-08-29T01:25:48Z,jutils，通用的Java工具类，主要包括基础工具类（时间、正则表达式、字符串、随机数等等），excel解析生成、word解析生成、文件操作、图片操作、敏感字、加解密等等。
857,Java,gobblin,2121,734,Java,https://github.com/apache/gobblin,apache,0,2023-03-24T20:42:29Z,"A distributed data integration framework that simplifies common aspects of big data integration such as data ingestion, replication, organization and lifecycle management for both streaming and batch data ecosystems."
858,Java,databus,3479,733,Java,https://github.com/linkedin/databus,linkedin,31,2020-05-07T04:26:00Z,Source-agnostic distributed change data capture system
859,Java,JustTrustMe,4087,733,Java,https://github.com/Fuzion24/JustTrustMe,Fuzion24,19,2022-06-06T09:50:18Z,An xposed module that disables SSL certificate checking for the purposes of auditing an app with cert pinning
860,Java,react-native-notifications,2964,733,Java,https://github.com/wix/react-native-notifications,wix,13,2023-03-19T09:18:32Z,React Native Notifications
861,Java,spring5-mvc-rest,47,731,Java,https://github.com/springframeworkguru/spring5-mvc-rest,springframeworkguru,1,2022-09-12T16:54:13Z,Restful Interfaces with Spring 5
862,Java,blog-tutorials,654,730,Java,https://github.com/rieckpil/blog-tutorials,rieckpil,5,2023-02-20T16:40:34Z,":star: Codebase for various tutorials  about Java, Spring Boot, AWS, Kotlin, and Testing"
863,Java,EFAK,2726,730,Java,https://github.com/smartloli/EFAK,smartloli,145,2023-02-16T16:05:36Z,"A easy and high-performance monitoring system, for comprehensive monitoring and management of kafka cluster."
864,Java,shardingsphere-example,950,729,Java,https://github.com/apache/shardingsphere-example,apache,13,2020-08-11T06:13:28Z,Sharding-Sphere examples
865,Java,and-nd-firebase,302,728,Java,https://github.com/udacity/and-nd-firebase,udacity,47,2023-03-25T00:39:54Z,Course code repository for Firebase in a Weekend by Google: Android
866,Java,CainCamera,2642,729,Java,https://github.com/CainKernel/CainCamera,CainKernel,59,2021-10-01T12:53:27Z,"CainCamera is an Android Project to learn about development of beauty camera, image and short video"
867,Java,fnlp,2587,727,Java,https://github.com/FudanNLP/fnlp,FudanNLP,40,2018-12-16T11:27:46Z,中文自然语言处理工具包 Toolkit for Chinese natural language processing
868,Java,java-spring-rest-blog,9,731,Java,https://github.com/pluralsight-projects/java-spring-rest-blog,pluralsight-projects,0,2022-11-22T20:20:46Z,
869,Java,spring-web-services,470,727,Java,https://github.com/in28minutes/spring-web-services,in28minutes,0,2023-01-24T08:17:01Z,Spring Web Services - SOAP and RESTful
870,Java,tut-spring-boot-oauth2,829,726,Java,https://github.com/spring-guides/tut-spring-boot-oauth2,spring-guides,25,2022-10-09T00:47:03Z,"Spring Boot and OAuth2:: A tutorial on ""social"" login and single sign on with Facebook and Github"
871,Java,onedev,10987,725,Java,https://github.com/theonedev/onedev,theonedev,0,2023-03-23T14:59:00Z,Self-hosted Git Server with CI/CD and Kanban
872,Java,JAViewer,4580,724,Java,https://github.com/SplashCodes/JAViewer,SplashCodes,42,2021-08-22T07:00:24Z,更优雅的驾车体验
873,Java,error-prone,6373,723,Java,https://github.com/google/error-prone,google,324,2023-03-25T08:02:49Z,Catch common Java mistakes as compile-time errors
874,Java,Hacktoberfest-Data-Structure-and-Algorithms,227,723,Java,https://github.com/BaReinhard/Hacktoberfest-Data-Structure-and-Algorithms,BaReinhard,11,2023-03-01T14:18:13Z,"A repo to contains data structure s and algorithms, regardless of language."
875,Java,pysonar2,35,720,Java,https://github.com/leafgray/pysonar2,leafgray,0,2013-10-29T08:56:03Z,the world's most advanced static analyzer for Python
876,Java,Music-Player,3494,722,Java,https://github.com/andremion/Music-Player,andremion,1,2018-12-02T04:16:31Z,From UI Proposal to Code :notes::arrow_forward:
877,Java,android-viewflow,1794,721,Java,https://github.com/pakerfeldt/android-viewflow,pakerfeldt,46,2013-09-10T07:13:11Z,A horizontal view scroller library for Android
878,Java,Universal-G-Code-Sender,1584,721,Java,https://github.com/winder/Universal-G-Code-Sender,winder,171,2023-03-22T18:03:12Z,"A cross-platform G-Code sender for GRBL, Smoothieware, TinyG and G2core."
879,Java,jackson-core,2148,721,Java,https://github.com/FasterXML/jackson-core,FasterXML,46,2023-03-24T02:50:25Z,Core part of Jackson that defines Streaming API as well as basic shared abstractions
